Time stamp,Irradiance DNI from weather file | (W/m2),Inverter DC input power | (kW)
8624,0,
8625,0,
8626,0,
8627,0,
8628,0,
8629,0,
8630,865.4436,1246266
8631,1021.8477,1894506.2
8632,1071.2498,1770721.4
8633,1089.8822,1513431
8634,1092.684,1463021.9
8635,1081.4261,1652204.8
8636,1048.2742,1869502
8637,956.6958,1799819.5
8638,525.51953,251899.02
8639,0,
8640,0,
8641,0,
8642,0,
8643,0,
8644,0,
8645,0,
8646,0,
8647,0,
8648,0,
8649,0,
8650,0,
8651,0,
8652,0,
8653,0,
8654,864.1449,1238885.6
8655,1021.6858,1883124.6
8656,1071.3337,1769121.9
8657,1090.0822,1525253.6
8658,1092.9894,1457925.9
8659,1081.8912,1643229.6
8660,1049.0934,1874292.2
8661,958.73865,1814295.1
8662,537.5479,271272.72
8663,0,
8664,0,
8665,0,
8666,0,
8667,0,
8668,0,
8669,0,
8670,0,
8671,0,
8672,0,
8673,0,
8674,0,
8675,0,
8676,0,
8677,0,
8678,863.0492,1249865.6
8679,1021.5888,1918572.1
8680,1071.451,1797755
8681,1090.305,1538466.1
8682,1093.315,1473985.8
8683,1082.38,1664863.6
8684,1049.9482,1883786
8685,960.8541,1806635.8
8686,549.822,288586.38
8687,0,
8688,0,
8689,0,
8690,0,
8691,0,
8692,0,
8693,0,
8694,0,
8695,0,
8696,0,
8697,0,
8698,0,
8699,0,
8700,0,
8701,0,
8702,862.16187,1231112.4
8703,1021.5569,1899910.1
8704,1071.6014,1793124.1
8705,1090.5502,1534156.6
8706,1093.6604,1469136.6
8707,1082.8912,1655319.5
8708,1050.8369,1853750.6
8709,963.03625,1818660.2
8710,562.2939,306213.06
8711,0,
8712,0,
8713,0,
8714,0,
8715,0,
8716,0,
8717,0,
8718,0,
8719,0,
8720,0,
8721,0,
8722,0,
8723,0,
8724,0,
8725,0,
8726,861.4871,1189294
8727,1021.59064,1849393.8
8728,1071.7849,1727957.4
8729,1090.8177,1499860.9
8730,1094.0249,1432278
8731,1083.4241,1609100.2
8732,1051.7574,1812663.9
8733,965.2793,1758285.9
8734,574.917,315729.75
8735,0,
8736,0,
8737,0,
8738,0,
8739,0,
8740,0,
8741,0,
8742,0,
8743,0,
8744,0,
8745,0,
8746,0,
8747,0,
8748,0,
8749,0,
8750,861.0287,1185112
8751,1021.6903,1808879
8752,1072.0011,1720201.5
8753,1091.1066,1488797.6
8754,1094.4077,1420833.4
8755,1083.9775,1606666
8756,1052.7076,1818911.6
8757,967.57715,1780579.4
8758,587.64636,336504.06
8759,0,
8760,0,
